Ticker,EBITDA,Total.Debt,Free.Cash.Flow,Gross.Profit.Margin,Operating.Margin,Net.Profit.Margin,Return.on.Equity,Return.on.Assets,Free.Cash.Flow.to.Net.Income,Current.Ratio,Liabilities.to.Equity.Ratio,Debt.Ratio,Earnings.Per.Share..Basic,Earnings.Per.Share..Diluted,Sales.Per.Share,Equity.Per.Share,Free.Cash.Flow.Per.Share,Dividends.Per.Share,Pietroski.F.Score,Economic growth: the rate of change of real GDP,GDP per capita current U.S. dollars,Inflation: percent change in the Consumer Price Index,Unemployment rate,Net portfolio equity inflows,Economic growth forecast,Inflation forecast,Unemployment rate forecast,Political stability index (-2.5 weak; 2.5 strong),1_year_results,3_year_results,6_year_results
DIN,249179000.0,1332191000.0,305839000.0,0.57722,0.33386,0.1106,0.22475,0.02946,4.3175,1.16642,6.62945,0.55401,3.75375,3.7008,33.93922,16.70176,16.20683,3.04409,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,35.6,-34.47,-56.14
DIS,11642000000.0,14288000000.0,11884000000.0,0.4442,0.20981,0.13623,0.12744,0.07553,1.93677,1.20549,0.68725,0.17587,3.42411,3.38445,25.13449,25.351,6.6317,0.73884,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,34.36,42.8,29.62
DIT,13477216.0,19917392.0,12501764.0,0.06388,0.00914,0.00467,0.10161,0.05315,2.21135,2.88918,0.91182,0.18724,9.07596,7.51977,1944.2043,84.6688,20.07013,1.08382,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-10.34,18.05,-25.11
DKS,691740000.0,7375000.0,452808000.0,0.31288,0.0864,0.05434,0.1995,0.10991,1.34126,1.61589,0.81511,0.0024,2.74742,2.68728,50.56375,13.77121,3.68502,0.52436,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,4.75,-14.47,-61.73
DLB,298507000.0,0.0,312352000.0,0.89368,0.26962,0.20806,0.12618,0.10891,1.65029,4.73674,0.15861,0.0,1.8578,1.84137,8.92896,14.53793,3.06591,4.00677,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-13.12,16.25,26.09
DLX,396822000.0,640704000.0,438023000.0,0.64594,0.20971,0.11777,0.33909,0.11892,2.34674,0.65156,1.85132,0.40821,3.69242,3.65913,31.35161,10.88936,8.66514,1.00318,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,29.76,38.72,-50.55
DMRC,-423000.0,0.0,-5556000.0,0.76533,-0.06899,-0.0145,-0.00996,-0.00886,10.95858,6.43094,0.12321,0.0,-0.07384,-0.07384,5.09234,7.40941,-0.8092,0.46636,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-33.32,-24.98,-56.48
DNKN,327138000.0,1831037000.0,333345000.0,0.81596,0.38912,0.20579,0.35631,0.04541,2.26915,1.34116,6.8457,0.56606,1.37935,1.35749,6.70261,3.8249,3.12995,0.76063,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-4.12,10.66,3.36
DOV,1439703000.0,2828479000.0,1425644000.0,0.38834,0.16236,0.1402,0.18655,0.09241,1.4212,2.92727,1.01867,0.26056,4.73099,4.66895,33.74512,25.36107,6.72367,1.16878,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-13.48,-4.23,30.17
DRE,505479000.0,4254376000.0,-619173000.0,0.8682,0.22389,0.15798,0.05027,0.01974,-4.04572,0.14254,1.54632,0.54877,0.4751,0.46844,3.00733,7.96429,-1.9221,0.78202,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,32.58,59.45,81.78
DRI,679200000.0,2713200000.0,237700000.0,0.2203,0.06771,0.06957,0.2,0.05938,0.57708,0.54003,2.36824,0.39113,3.19302,3.12994,45.89922,15.96512,1.84264,2.00155,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,34.64,49.64,11.29
DTE,2288000000.0,8138000000.0,2789000000.0,0.50057,0.12359,0.06842,0.0831,0.02549,4.21936,0.8799,2.26062,0.31378,3.21459,3.21459,46.98359,38.52158,13.56353,2.16413,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,9.96,42.06,31.24
DUK,8498000000.0,41095000000.0,3268000000.0,0.40477,0.23154,0.11711,0.06436,0.02322,1.22627,1.21657,1.7719,0.35804,3.77479,3.77479,32.23229,58.54108,4.6289,3.09915,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,7.19,19.63,12.03
DXPE,122584000.0,194585000.0,144906000.0,0.29991,0.08129,0.04845,0.20303,0.09448,2.4092,2.09581,1.14891,0.30566,4.16559,3.93658,85.9831,20.51624,10.03574,0.00623,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-52.78,-67.21,-86.52
EAT,405556000.0,807717000.0,337136000.0,0.42072,0.09618,0.05732,1.09375,0.11246,2.06377,0.5076,8.72571,0.55605,2.27558,2.20285,39.6963,2.08053,4.69627,0.78485,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.96,-18.04,-74.58
EBF,71186000.0,105500000.0,64891000.0,0.26508,0.10529,0.02431,0.03634,0.02459,4.92008,5.11362,0.4778,0.1967,0.50484,0.50443,20.76305,13.89206,2.48383,0.52688,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-13.89,-4.84,3.91
EBIX,85113000.0,56853000.0,96285000.0,0.8023,0.3664,0.28955,0.14173,0.10867,1.62441,1.53504,0.30418,0.10423,1.57694,1.53393,5.44615,10.99354,2.56159,0.07433,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,77.8,257.57,1.8
ECL,2548100000.0,6904500000.0,2069200000.0,0.45967,0.13068,0.07302,0.13062,0.04929,2.13805,1.34675,1.65021,0.35162,3.22708,3.16378,44.19273,24.48916,6.89963,0.72724,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,6.64,14.53,44.79
ED,3268000000.0,10974000000.0,5012000000.0,0.67185,0.18164,0.08596,0.08673,0.02613,4.7194,0.82262,2.31948,0.26998,3.62581,3.60734,42.17822,41.80608,17.11164,2.46159,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,12.13,48.12,40.09
EE,245261000.0,999620000.0,21982000.0,0.67527,0.18603,0.09949,0.09385,0.03179,0.24815,1.30009,1.9521,0.35876,2.20825,2.20759,22.19546,23.52842,0.54798,1.04822,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,7.35,41.77,91.39
EFX,801500000.0,1442000000.0,920000000.0,0.65828,0.26529,0.1527,0.15028,0.07749,2.61512,0.97872,0.9393,0.31763,2.90264,2.84398,19.00908,18.98267,7.59076,0.88036,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,32.54,94.78,70.57
EIX,3982000000.0,10635000000.0,160000000.0,0.61124,0.1817,0.07273,0.07827,0.01962,0.17486,0.67855,2.98991,0.22799,2.80675,2.78116,38.59202,30.48466,0.4908,1.34969,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.99,51.48,3.07
EL,1862900000.0,1344300000.0,1645000000.0,0.80103,0.14988,0.10016,0.30885,0.14273,1.61306,2.22123,1.16397,0.18814,2.63106,2.58243,26.26858,8.48013,4.24407,1.08153,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,22.27,27.16,149.11
ELY,14781000.0,107835000.0,-8249000.0,0.37347,-0.01277,-0.0264,-0.07819,-0.03352,0.37069,1.86388,1.33246,0.16244,-0.30564,-0.30564,11.57551,3.90912,-0.1133,0.0769,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-0.42,16.95,11.65
EME,308335000.0,354663000.0,296176000.0,0.12973,0.03805,0.01955,0.08366,0.03572,2.39253,1.48613,1.34243,0.10233,1.84527,1.81842,94.40865,21.8564,4.41485,0.18007,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-0.45,29.52,29.08
EMN,2371000000.0,4254000000.0,2380000000.0,0.2969,0.20727,0.1246,0.30065,0.09835,2.04292,1.93197,2.05677,0.35914,7.56494,7.44409,60.71429,24.64935,15.45455,0.90909,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-18.3,-9.26,-45.51
EMR,5123000000.0,5642000000.0,5617000000.0,0.40342,0.17447,0.08124,0.18698,0.0811,2.80289,1.44249,1.30556,0.22832,2.79225,2.77217,34.3723,14.7485,7.82639,1.64553,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-13.59,-11.49,-29.56
ENS,307534000.0,178489000.0,320245000.0,0.24999,0.11285,0.07311,0.14035,0.08376,1.9233,2.46592,0.67558,0.08979,3.46733,3.42359,47.4274,24.35136,6.66871,0.0,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-6.58,9.69,-29.84
EPAC,244047000.0,515000000.0,216951000.0,0.39613,0.14858,0.02348,0.02782,0.01418,7.22015,2.43983,0.96186,0.243,0.41173,0.4029,17.53576,14.80244,2.97279,0.03989,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-27.74,-23.23,-50.55
EQIX,899421000.0,4158656000.0,198681000.0,0.50556,0.21691,0.04398,0.03666,0.01264,2.09834,1.62608,1.90068,0.55505,1.91523,1.88932,43.54476,49.74036,4.01879,0.0,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,25.79,113.75,218.41
EQR,1525675000.0,10766254000.0,977420000.0,0.77645,0.21457,0.76495,0.16296,0.07999,0.53514,0.02585,1.03728,0.47149,5.15507,5.15507,6.73911,29.51469,2.7587,1.93549,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,37.51,10.15,0.4
EQT,1311556000.0,2501516000.0,444139000.0,0.80958,0.34102,0.20976,0.0803,0.03989,1.13715,2.39855,1.01312,0.25546,1.40074,1.40074,6.67788,14.47028,1.59285,0.06489,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-16.79,-40.6,-86.93
ES,2748453000.0,8310179000.0,1387779000.0,0.65993,0.29278,0.10765,0.08047,0.02828,1.76561,0.63714,1.84583,0.29898,2.4928,2.4857,23.15554,30.48265,4.4013,1.49193,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,11.56,35.02,71.25
ESCA,20028000.0,28209000.0,16953000.0,0.30077,0.12169,0.07373,0.11148,0.06906,1.72902,1.85938,0.61417,0.19869,0.72597,0.71932,9.84681,6.51229,1.25522,0.34222,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,23.6,-5.62,-51.76
ESP,8200578.0,0.0,6875830.0,0.31196,0.2269,0.16218,0.17469,0.15651,1.23612,9.44754,0.11614,0.0,2.52043,2.48029,15.54109,14.42841,3.11555,1.97381,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,5.24,-14.55,-38.18
ETH,78445000.0,131289000.0,81525000.0,0.54637,0.08289,0.04455,0.09714,0.05261,2.51016,1.96007,0.84619,0.21269,1.12521,1.11078,25.25925,11.5767,2.82445,0.76982,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,5.67,19.49,-52.08
ETM,100641000.0,517124000.0,115787000.0,0.33108,0.24389,0.06892,0.08721,0.02851,4.44924,3.0779,2.05868,0.56659,0.6955,0.67945,10.09193,7.97463,3.09444,0.0,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,12.81,34.98,-83.05
ETN,3144000000.0,9549000000.0,2701000000.0,0.30287,0.09739,0.08441,0.11034,0.05244,1.45137,1.77676,1.10429,0.26905,3.93031,3.90392,46.55966,35.46779,5.70433,1.6811,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-8.02,-0.33,0.33
ETR,3665043000.0,13677672000.0,589401000.0,0.64883,0.14511,0.0625,0.07164,0.0164,0.82792,0.96777,3.36806,0.31511,3.99471,3.98667,63.91825,54.05085,3.30732,3.43322,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.78,16.72,40.46
EVC,68903000.0,364063000.0,-91878000.0,0.54707,0.24094,0.59766,0.98383,0.24864,-0.68655,3.16261,2.95693,0.6764,1.53116,1.49795,2.56194,1.55632,-1.05122,0.12602,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,6.44,-0.17,-67.66
EVR,147102000.0,103226000.0,124927000.0,0.35877,0.1673,0.06833,0.08878,0.04511,2.34552,1.89281,0.96809,0.08742,1.65369,1.38411,24.19998,15.60423,3.87876,0.93424,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-6.32,38.12,-19.5
EXC,7425000000.0,20121000000.0,3804000000.0,0.56911,0.1465,0.06907,0.07493,0.02151,2.21291,1.31172,2.48405,0.25175,2.00818,1.99884,29.07477,26.55607,4.44393,1.45911,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,0.62,11.71,7.83
EXP,136177000.0,489259000.0,114674000.0,0.16068,0.12345,0.08987,0.08295,0.03912,1.9859,2.60674,1.12051,0.33142,1.23854,1.21976,13.78219,14.93201,2.45962,0.39751,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-0.65,13.83,-35.86
EXPD,698581000.0,0.0,853750000.0,0.30967,0.10699,0.05732,0.16705,0.1156,2.4496,2.77553,0.44503,0.0,1.69191,1.68455,29.51653,10.12055,4.14452,0.59852,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,24.18,43.24,64.6
EXPE,716007000.0,1249412000.0,599179000.0,0.78244,0.09065,0.0488,0.08874,0.03009,2.57324,0.67366,1.94966,0.16143,1.72594,1.66806,35.36571,15.90269,4.44126,0.56155,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,30.51,78.63,-12.98
EXPO,60897000.0,0.0,89829000.0,0.37845,0.1889,0.13047,0.16438,0.11227,2.32477,3.48849,0.46417,0.0,0.70946,0.68877,5.43787,4.31586,1.64933,0.14555,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,19.25,55.79,261.83
EXR,317333000.0,1838596000.0,-9698000.0,0.73106,0.42661,0.33053,0.08907,0.04327,-0.05636,0.08674,1.05867,0.46229,1.54537,1.52138,4.67549,15.79237,-0.0871,1.46399,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,41.71,58.55,85.25
F,22173000000.0,114688000000.0,13839000000.0,0.18192,0.10665,0.08136,0.45147,0.05912,1.15778,2.17795,6.63631,0.56726,3.03761,2.92464,37.33596,6.63583,3.5169,0.4,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,5.31,-24.52,-66.75
FAST,776205000.0,0.0,723260000.0,0.51695,0.21407,0.13488,0.25308,0.21613,1.61213,5.8727,0.17098,0.0,0.75591,0.75355,5.60414,2.98681,1.21862,0.40009,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-15.09,3.0,28.17
FBHS,437400000.0,350000000.0,373900000.0,0.34969,0.09369,0.06202,0.08658,0.05498,1.62778,1.79694,0.5748,0.08377,1.38792,1.34092,22.37825,16.00846,2.25921,0.30151,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,8.66,46.42,4.47
FCX,8214000000.0,20706000000.0,5195000000.0,0.30037,0.25893,0.12705,0.10244,0.04188,1.95448,2.08925,1.44626,0.32622,2.65269,2.64215,20.87924,20.89222,5.18463,2.27645,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-39.96,-61.52,-79.06
FDS,305198000.0,0.0,376472000.0,0.64296,0.31397,0.23148,0.36664,0.2878,1.89528,2.68944,0.27395,0.0,4.52579,4.45135,19.55142,12.34402,8.57763,1.27596,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,46.61,64.64,134.14
FDX,6112000000.0,2990000000.0,3824000000.0,0.26608,0.08413,0.06133,0.15611,0.08091,1.40795,1.9607,0.92936,0.08908,8.62222,8.56782,140.59365,55.23175,12.13968,0.5619,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,25.04,41.51,-9.05
FE,4143000000.0,20650000000.0,1519000000.0,0.56628,0.14243,0.02632,0.03088,0.00777,3.875,0.55624,2.97196,0.40953,0.9378,0.93556,35.62679,30.36364,3.63397,2.20096,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,4.37,-5.12,12.53
FEIM,7092000.0,6158000.0,1670000.0,0.36427,0.06788,0.05347,0.0447,0.03384,0.45307,8.68618,0.32088,0.05654,0.43815,0.42837,8.19387,9.80097,0.19851,0.20018,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,26.64,1.81,-17.51
FELE,158856000.0,189529000.0,98209000.0,0.34337,0.13206,0.08489,0.13583,0.07792,1.19828,3.41114,0.74328,0.18018,1.72543,1.70391,20.32552,12.5412,2.06756,0.32198,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-9.31,-3.78,7.28
FF,100570000.0,0.0,69354000.0,0.22513,0.20285,0.1664,0.22531,0.17863,0.93679,7.01277,0.26129,0.0,1.71226,1.7107,10.29012,7.59965,1.60402,0.69162,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-41.91,-32.91,-45.68
FGP,257136000.0,1238994000.0,251216000.0,0.37396,0.08798,0.02828,-0.64486,0.0412,4.49708,0.92952,-16.65364,0.91369,0.70644,1509.78378,24.982,-1.10775,3.17691,2.01936,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,1.92,-73.69,-99.13
FICO,194807000.0,470000000.0,198628000.0,0.69134,0.21736,0.12119,0.16977,0.07756,2.20465,1.50222,1.1888,0.40463,2.54995,2.4825,21.04166,15.01973,5.62176,0.07993,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,57.92,131.83,434.76
FIS,1677500000.0,4468600000.0,1789100000.0,0.32502,0.1753,0.08132,0.07319,0.03532,3.62827,1.40605,1.07206,0.3201,1.70211,1.67607,20.92993,22.71488,6.1757,0.88471,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,28.61,52.29,129.34
FIX,57109000.0,2000000.0,43739000.0,0.17674,0.03365,0.02009,0.08684,0.04531,1.60398,1.47343,0.9165,0.00332,0.73215,0.72648,36.44172,7.94292,1.17436,0.21144,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,29.74,120.17,125.53
FIZZ,82029000.0,50000000.0,77821000.0,0.32817,0.10729,0.07064,0.6651,0.22415,1.66402,2.06411,1.96721,0.23964,0.50493,0.50307,7.14756,0.75757,0.84022,1.27565,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,21.44,298.3,88.58
FL,797000000.0,139000000.0,779000000.0,0.3279,0.10208,0.06626,0.17268,0.1236,1.80742,3.75399,0.39704,0.03986,2.90431,2.86379,43.83423,16.81941,5.24933,0.79515,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,36.4,59.41,-51.28
FLIR,329371000.0,387528000.0,414757000.0,0.49253,0.17815,0.1183,0.10972,0.07554,2.34306,4.73656,0.45245,0.16537,1.24268,1.22421,10.50484,11.32626,2.91168,0.36087,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-11.52,2.32,-6.88
FLO,403653000.0,923750000.0,337844000.0,0.47162,0.0764,0.06186,0.21455,0.09221,1.4632,1.48698,1.32674,0.36891,1.11041,1.0895,17.95088,5.1756,1.62476,0.44649,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,1.83,-9.12,-9.26
FLR,1396374000.0,496604000.0,1577392000.0,0.04991,0.04351,0.02441,0.17205,0.08022,2.36239,1.76208,1.14487,0.05966,4.10732,4.06264,168.24904,23.11053,9.70309,0.48421,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-24.58,-33.58,-90.94
FLS,850978000.0,1200297000.0,815415000.0,0.34071,0.15345,0.098,0.25866,0.0964,1.67943,1.82747,1.68322,0.23831,3.42891,3.40893,34.99049,13.20898,5.75862,0.54306,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-24.49,-39.25,-69.63
FLXS,24074000.0,0.0,13432000.0,0.23426,0.05249,0.03405,0.08696,0.0683,1.02137,4.20261,0.27309,0.0,1.86777,1.79511,54.8486,21.47948,1.90768,0.59835,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-15.94,30.31,-66.76
FMC,677200000.0,1851900000.0,332400000.0,0.38359,0.1882,0.09388,0.18695,0.05614,1.131,1.48236,2.33007,0.35374,1.88523,1.87238,20.08198,9.74881,2.13219,0.47211,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-25.9,-22.38,13.92
FORD,781003.0,0.0,1861276.0,0.20632,0.02283,-0.02439,-0.07455,-0.05015,-2.46928,3.12049,0.48659,0.0,-0.09293,-0.09293,3.81083,1.15819,0.22947,0.00179,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-45.81,-27.1,-30.32
FORR,35236000.0,0.0,38667000.0,0.60672,0.07975,0.04376,0.06364,0.03238,2.9689,1.42151,0.9652,0.0,0.62432,0.60994,14.26825,9.81075,1.85355,0.59412,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,0.98,7.55,-26.13
FRD,4297768.0,0.0,2675512.0,0.06081,0.02131,0.01475,0.02706,0.0237,1.56195,7.70159,0.14174,0.0,0.25192,0.25192,17.08214,9.31115,0.39349,0.26,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-24.88,-24.05,-52.02
FRED,80245000.0,5218000.0,41145000.0,0.28921,0.02021,0.01342,0.05761,0.03896,1.58159,2.30133,0.47888,0.00781,0.71161,0.70847,53.04574,12.35155,1.12547,0.24153,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-9.66,-27.44,-99.95
FSS,73300000.0,92100000.0,-40700000.0,0.24688,0.08739,0.22444,0.45584,0.24814,-0.25438,2.00226,0.83704,0.14283,2.55591,2.53165,11.38818,5.60703,-0.65016,0.0,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,10.36,-6.22,88.19
FUL,253408000.0,492904000.0,141919000.0,0.27854,0.09368,0.04727,0.10347,0.05166,1.4667,2.20272,1.00286,0.26316,1.93937,1.89223,41.02716,18.64119,2.84447,0.38751,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-7.06,7.68,-42.57
GCO,230570000.0,33730000.0,150242000.0,0.49488,0.06226,0.0353,0.10092,0.06437,1.62156,2.73071,0.56764,0.02344,3.97704,3.92348,112.67425,39.27051,6.44898,0.00142,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-7.29,-25.82,-80.98
GD,4214000000.0,3909000000.0,4895000000.0,0.18519,0.11927,0.0762,0.16254,0.06641,2.07679,1.48152,1.44769,0.11013,6.72058,6.66763,88.19152,41.34708,13.95724,1.68513,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,26.51,74.1,21.92
GE,19833000000.0,299555000000.0,22167000000.0,0.29497,0.1292,0.11531,0.09547,0.01989,1.69758,2.75635,3.80001,0.45625,10.21953,10.15298,88.62845,102.18431,17.34846,6.12092,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-2.58,15.13,-69.98
GEF,512500000.0,1281300000.0,436600000.0,0.19721,0.0841,0.03429,0.10486,0.03723,3.01728,1.54275,1.81665,0.32966,3.04508,3.04359,88.80406,26.61239,9.18786,2.06864,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-23.99,4.74,-41.68
GES,364223000.0,10215000.0,325221000.0,0.40138,0.10326,0.06723,0.1619,0.10431,1.81948,2.87616,0.55207,0.00596,2.12106,2.11476,31.54828,12.89877,3.85923,2.0505,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-29.85,-60.84,-70.82
GFF,147864000.0,689255000.0,71251000.0,0.22315,0.04121,0.00201,0.00579,0.00212,18.91452,2.8709,1.73283,0.38774,0.06921,0.0666,34.3817,11.95091,1.30909,0.10702,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,41.99,98.66,1.59
GGG,317085000.0,417954000.0,361800000.0,0.55022,0.25341,0.19096,0.33234,0.15884,1.71614,4.69398,1.09222,0.31491,1.11919,1.11919,5.86093,3.36765,1.92069,0.32457,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-3.24,26.06,84.16
GILD,4869000000.0,6636000000.0,5268000000.0,0.74478,0.40386,0.2745,0.26181,0.13619,1.71317,1.09209,0.92244,0.2939,2.01112,1.81416,7.32636,7.43623,3.44539,0.0,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,39.54,-7.28,1.84
GIS,3459600000.0,7969100000.0,4082200000.0,0.36142,0.16156,0.10438,0.26025,0.08188,2.20041,0.81205,2.17851,0.35171,2.86031,2.78726,27.40379,10.28708,6.29386,1.33765,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,5.56,15.55,-4.07
GLW,2373000000.0,3293000000.0,1619000000.0,0.42512,0.17534,0.2508,0.09245,0.06886,0.8256,5.09221,0.34261,0.11563,1.35055,1.34131,5.38499,14.57438,1.11501,0.38981,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,10.23,32.7,2.89
GM,13713000000.0,36183000000.0,4912000000.0,0.11616,0.03649,0.02426,0.08732,0.02266,1.30292,1.30585,2.85287,0.21752,2.70639,2.2494,111.57717,28.35463,3.5262,1.21106,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,8.93,0.0,-37.66
GME,771400000.0,4000000.0,1019600000.0,0.29439,0.06662,0.03918,0.15732,0.08657,2.8786,1.12955,0.81727,0.00098,3.02218,2.99155,77.12884,19.2099,8.69966,1.11689,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,1.48,-45.23,-86.69
GNRC,388239000.0,1197395000.0,391418000.0,0.38334,0.23655,0.11747,0.55047,0.09706,2.24258,2.6079,4.6713,0.66588,2.56367,2.50531,21.82329,4.64711,5.74925,5.04437,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-15.68,-36.71,63.57
GNTX,367595968.0,273125000.0,460056782.0,0.36756,0.26005,0.19024,0.16792,0.12637,2.06368,5.0107,0.32878,0.15483,0.77698,0.77259,4.08429,4.62709,1.60343,0.2759,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,20.39,38.51,46.04
GPC,1205232000.0,764658000.0,1774594000.0,0.29976,0.0761,0.04866,0.20393,0.08918,2.5908,1.64041,1.28664,0.09956,4.42949,4.39883,91.03859,21.65779,11.47594,2.10958,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,9.7,9.83,-22.42
